correlation_time,mean_free_power,std_mean_free_power,mean_trap_power,std_mean_trap_power,mean_net_power,std_mean_net_power
0.0001,0.21627091151740094,0.00341219370610516,0.0028894662887451734,4.414993727453105e-05,0.21338144522865576,0.0034124793193431977
0.0001603718743751331,0.2162709341721843,0.0034114835336013965,0.002891371490009513,4.419122459717377e-05,0.21337956268217478,0.0034117697408185196
0.00025719138090593444,0.21631498856614348,0.0034121040043772065,0.002890596419782832,4.4035777847727745e-05,0.21342439214636064,0.0034123881500230336
0.0004124626382901352,0.21638078586162365,0.0034132826749274816,0.0028921947663019852,4.427273294398221e-05,0.21348859109532167,0.0034135697874574694
0.0006614740641230146,0.21651704997371213,0.003415440676606753,0.0028895199416137424,4.4181899190796254e-05,0.2136275300320984,0.003415726431615404
0.0010608183551394483,0.21671001932299624,0.003416840034503569,0.0028953259155355252,4.411289824886328e-05,0.21381469340746073,0.003417124781037161
0.0017012542798525892,0.21697899516085847,0.003420652806156968,0.0028946836057795185,4.404288866062987e-05,0.21408431155507895,0.003420936333273555
0.0027283333764867696,0.217411581357611,0.003426542113876001,0.0029029278763314597,4.433512594227571e-05,0.21450865348127954,0.003426828922131674
0.004375479375074184,0.218062984603671,0.0034335088256875843,0.0029136712917683908,4.427025001329181e-05,0.2151493133119026,0.0034337942150208674
0.007017038286703823,0.21908586503243768,0.003446823108675164,0.002928892707663948,4.4412888093827076e-05,0.21615697232477374,0.003447109230518516
0.011253355826007646,0.22058080809654285,0.0034645553973018206,0.0029491921690731502,4.486128268879529e-05,0.21763161592746968,0.003464845831441517
0.018047217668271703,0.22282988182545002,0.003494684431411997,0.0029841076667960803,4.5299146634100296e-05,0.21984577415865394,0.0034949780096359935
0.028942661247167517,0.22616744899037594,0.0035401624165218907,0.00303130442095837,4.5893646650709314e-05,0.22313614456941758,0.0035404598800377633
0.046415888336127774,0.23074520831242487,0.0036119201004945352,0.0030920865193988785,4.696738361354227e-05,0.227653121793026,0.003612225456346815
0.07443803013251689,0.23713751352631557,0.003728290673432474,0.0031760365125478797,4.894570710128576e-05,0.23396147701376768,0.003728611943853532
0.11937766417144358,0.24563462327864885,0.0038996049244141647,0.0032941465928890846,5.144046071821121e-05,0.24234047668575975,0.0038999441903076132
0.19144819761699575,0.25619617809927,0.004146459083542153,0.003438670193493268,5.460781348825022e-05,0.2527575079057767,0.004146818653471984
0.30702906297578497,0.2683893959219298,0.004502597496882447,0.00360577332907245,5.9425133917345327e-05,0.2647836225928573,0.004502989625290422
0.49238826317067363,0.2811172838475105,0.004997305705342072,0.0037711400745604456,6.562431428061749e-05,0.2773461437729501,0.0049977365740172044
0.7896522868499725,0.29279657629174555,0.005650834935734693,0.003930947570402225,7.500008051675425e-05,0.2888656287213433,0.005651332628946666
1.2663801734674023,0.30216933087778797,0.006437845149721377,0.004048777231762821,8.542210843016435e-05,0.29812055364602513,0.00643841184675225
2.030917620904735,0.3078179809473273,0.0072758514849601795,0.004115910822867859,9.687149982985838e-05,0.30370207012445943,0.0072764963353716145
3.257020655659783,0.3085425163840166,0.007960395199363953,0.004110543780467315,0.0001061954620770999,0.30443197260354926,0.007961103516863879
5.2233450742668435,0.3034690595831963,0.008257085170834351,0.004047750467570591,0.00011033599706517267,0.2994213091156257,0.008257822324963218
8.376776400682925,0.29262328713988234,0.00807269490025914,0.003898916720130869,0.00010769282695177837,0.28872437041975146,0.008073413199982199
13.433993325988988,0.2782647027410368,0.00750783488420535,0.00371036871280555,0.0001000468338935435,0.27455433402823126,0.007508501449521262
21.54434690031882,0.26333698520537346,0.006765309133733992,0.003507412442564944,8.985854149694565e-05,0.25982957276280855,0.006765905869317466
34.55107294592218,0.25013295073985037,0.006002163358434951,0.0033379374242827973,7.969700821014686e-05,0.24679501331556758,0.006002692445432864
55.41020330009492,0.2396122456312972,0.005323494649452426,0.0032016670488037597,7.028303447185718e-05,0.23641057858249345,0.005323958582453772
88.86238162743408,0.23183737273614013,0.0047707202011576634,0.0030991452035966376,6.272008027160847e-05,0.2287382275325435,0.00477113246999107
142.51026703029964,0.2264506810720918,0.004347006741692859,0.0030244904757645674,5.6601324969948014e-05,0.22342619059632723,0.004347375222166994
228.54638641349885,0.22284877948191795,0.0040411204573314865,0.0029778656891246372,5.2583840285458444e-05,0.2198709137927933,0.004041462558396676
366.5241237079626,0.21719062152743346,0.0035796518489771673,0.002903163733405069,4.755711817601875e-05,0.21428745779402839,0.003579967742784125
587.8016072274912,0.21582407941127751,0.0034727182279626345,0.0028799572671736346,4.581792678900801e-05,0.21294412214410388,0.003473020468301214
942.6684551178854,0.21495496456348484,0.003401814823452108,0.002873315948653568,4.450679658092713e-05,0.21208164861483128,0.0034021059577856176
1511.77507061566,0.21447786149706735,0.0033582788600271946,0.002863757900141864,4.373391484283064e-05,0.21161410359692548,0.0033585636151505357
2424.462017082326,0.21417698154022083,0.003329969820938585,0.0028645156540962734,4.342641423749318e-05,0.21131246588612457,0.0033302529726456634
3888.155180308085,0.21403570556740278,0.003311826779504047,0.0028601778149357103,4.280062775406034e-05,0.21117552775246706,0.003312103336427819
6235.507341273912,0.2139334041501998,0.003302890852989553,0.002854139854381975,4.2459996219349745e-05,0.2110792642958178,0.0033031637619168994
10000.0,0.2138865641624166,0.0032956256682229322,0.0028587329532194293,4.234793052708041e-05,0.2110278312091972,0.00329589773692537
