noise_strength,mean_free_power,std_mean_free_power,mean_trap_power,std_mean_trap_power,mean_net_power,std_mean_net_power
0.01,0.2183814492895245,0.0031423087633143565,0.0029062292571542594,4.5955209833869535e-05,0.21547522003237024,0.003142644785099499
0.013433993325989001,0.21837243411164026,0.003142856721471674,0.002905384559011659,4.606428528088493e-05,0.2154670495526286,0.0031431942813129003
0.018047217668271703,0.2183866206205417,0.003141881282664922,0.002903047362986162,4.5904422126579005e-05,0.21548357325755554,0.003142216607799493
0.024244620170823284,0.21835355903028245,0.003141833983720168,0.002901713157614779,4.613576492303053e-05,0.21545184587266766,0.003142172702138438
0.03257020655659783,0.2183759861123944,0.0031408442086775677,0.0029036747653741974,4.614085703418461e-05,0.2154723113470202,0.0031411831086186723
0.043754793750741844,0.2183812586754845,0.003141884862387537,0.0029049512754661198,4.628977307653524e-05,0.21547630740001839,0.003142225840322657
0.05878016072274912,0.21837402071893916,0.0031421656399231858,0.0029023969362151443,4.6136338940454215e-05,0.21547162378272403,0.003142504331020836
0.07896522868499725,0.2183658179709104,0.0031412578005362503,0.002898369269221467,4.592298609746622e-05,0.21546744870168894,0.003141593463528015
0.10608183551394483,0.21836878535000262,0.003141567145272147,0.002906722116955734,4.617230111879155e-05,0.2154620632330469,0.003141906429167487
0.1425102670302998,0.21837058426419653,0.003141840250716359,0.0028996986120619025,4.6121104280974183e-05,0.21547088565213462,0.0031421787532350115
0.19144819761699575,0.21835286849498606,0.0031426871750320556,0.002903988814745595,4.595449421140712e-05,0.21544887968024046,0.0031430231458977817
0.25719138090593446,0.21836660155182044,0.0031423671099685617,0.002907692603934683,4.6276530691728716e-05,0.21545890894788577,0.0031427078405580483
0.34551072945922184,0.21838681477685082,0.0031414625435998945,0.002903590680175161,4.614746692006278e-05,0.21548322409667567,0.003141801473922924
0.46415888336127775,0.2183614446236108,0.003141668153204075,0.002904893075802803,4.626444012011455e-05,0.215456551547808,0.0031420087815402955
0.6235507341273913,0.21836548321956498,0.0031422251865433674,0.0029053555299754343,4.615013673585174e-05,0.21546012768958955,0.0031425640738206497
0.8376776400682916,0.21835529205825957,0.0031419782487873654,0.002904584841025865,4.612587544766491e-05,0.2154507072172337,0.003142316806472373
1.1253355826007645,0.21834472947284192,0.0031410358567272793,0.002901358626827185,4.58965124716546e-05,0.21544337084601473,0.0031413711565339637
1.5117750706156616,0.21837451614903214,0.003142392141111538,0.002905740449259532,4.611431375188953e-05,0.2154687756997726,0.0031427304845392592
2.030917620904735,0.21836061756008054,0.0031421026260645153,0.002907927305488642,4.5962355962503e-05,0.2154526902545919,0.003142438774405501
2.7283333764867668,0.2183639407381583,0.003142831664790928,0.0029095631917790375,4.590068090919792e-05,0.21545437754637925,0.003143166833898647
3.665241237079626,0.21834459450023525,0.003143408476017662,0.002910836136173516,4.595289531834337e-05,0.21543375836406173,0.0031437443464263784
4.923882631706737,0.21836345686795094,0.003143731933074689,0.002910754780230539,4.6203336551054635e-05,0.2154527020877204,0.003144071439287277
6.614740641230146,0.21837607990846436,0.0031456103209794826,0.0029139133560968184,4.603938637448981e-05,0.21546216655236755,0.003145947220878059
8.886238162743398,0.2183753039128737,0.003145781325055444,0.0029114685649340457,4.613519227484182e-05,0.21546383534793964,0.003146119610096511
11.937766417144358,0.21838807616762626,0.003146369024773213,0.002912420235061881,4.611269651801243e-05,0.21547565593256437,0.0031467069168946288
16.037187437513293,0.21841259977024163,0.0031482473352765785,0.002912573369475273,4.6263658311935415e-05,0.21550002640076635,0.0031485872403597902
21.54434690031882,0.21847407048188608,0.003148548847945561,0.002911347420958052,4.6195610727547806e-05,0.21556272306092802,0.003148887721458136
28.94266124716749,0.21851074023218942,0.003150502163247212,0.0029139059078874528,4.633160906264233e-05,0.21559683432430196,0.0031508428235352674
38.88155180308085,0.21863878634302986,0.003152942242548445,0.002921567180342973,4.6372013047177775e-05,0.21571721916268688,0.003153283233146123
52.23345074266838,0.2187871909839037,0.0031562817215193676,0.002914881357253657,4.624930104209413e-05,0.21587230962665005,0.0031566205510710574
70.17038286703823,0.21896975713712666,0.003160108456732258,0.0029209538897635393,4.638706041840468e-05,0.2160488032473631,0.0031604488949649213
94.26684551178845,0.2192343715389101,0.003165628504628429,0.002929714483282222,4.661508246571962e-05,0.21630465705562787,0.0031659716984251945
126.63801734674021,0.21899743974680533,0.0033028574029096763,0.0029310551018068374,4.706451095334579e-05,0.2160663846449985,0.003303192711929858
170.12542798525857,0.21965456245582698,0.0033090155709900996,0.0029483636598495967,4.714263417505946e-05,0.21670619879597738,0.003309351368019404
228.54638641349885,0.2205432801295875,0.0033170583962618804,0.002963177334263483,4.764829589581216e-05,0.217580102795324,0.003317400603531809
307.029062975785,0.22170603032291347,0.003331228744363105,0.0029926054790038554,4.7795263197403534e-05,0.21871342484390963,0.003331571601279957
412.4626382901348,0.22327193665865275,0.0033456896313722594,0.003025577830098284,4.857866917525261e-05,0.22024635882855445,0.003346042288520975
554.102033000948,0.22537553754426573,0.003369868822447068,0.0030694070145146227,4.9040927931953435e-05,0.2223061305297511,0.003370225644243011
744.3803013251681,0.2281440779294339,0.003400967128369063,0.003128838201545278,4.9744619135231504e-05,0.22501523972788862,0.003401330906480553
1000.0,0.23180525073976815,0.0034393437257033343,0.0032035608854399642,5.0810655553846846e-05,0.2286016898543282,0.003439719027224855
