noise_strength,mean_free_power,std_mean_free_power,mean_trap_power,std_mean_trap_power,mean_net_power,std_mean_net_power
0.01,0.20973036024023464,0.003048935399536713,0.0027933715291859488,4.279272455904182e-05,0.20693698871104868,0.003049235689123306
0.012663801734674034,0.21003381497719092,0.003051751698505952,0.00279344861161756,4.253720529915283e-05,0.20724036636557336,0.0030520481390647535
0.0160371874375133,0.210445494562045,0.0030552652622920272,0.0028046511466818394,4.2625830875006776e-05,0.20764084341536315,0.0030555625970393988
0.020309176209047358,0.21091103965542787,0.00306103178729678,0.0028168801838025243,4.304140584167879e-05,0.20809415947162535,0.003061334376617188
0.025719138090593445,0.21158924695095468,0.0030698161080394653,0.0028323891294601065,4.348125802409823e-05,0.20875685782149458,0.0030701240295756666
0.03257020655659783,0.21243522399995213,0.003078982444027391,0.002852756183554006,4.3509789212407204e-05,0.2095824678163981,0.0030792898519603823
0.04124626382901352,0.21352307362703185,0.0030910014271056225,0.0028748504671720614,4.378940360369488e-05,0.2106482231598598,0.003091311588021654
0.052233450742668434,0.2149260152555093,0.003105640282902726,0.0029105289413502364,4.4505153929031964e-05,0.21201548631415906,0.003105959155480698
0.06614740641230149,0.21664163960008925,0.0031266143931845797,0.002940584876744346,4.473084529437001e-05,0.2137010547233449,0.003126934347278453
0.08376776400682916,0.218944845203744,0.0031518370728548803,0.002988431234229099,4.529544580187592e-05,0.2159564139695149,0.0031521625293174224
0.10608183551394483,0.22177885771422753,0.0031874835971477176,0.003055852619237985,4.6070102498193585e-05,0.21872300509498954,0.003187816515489865
0.13433993325989002,0.22540019865648867,0.0032295592232771593,0.0031336338788763825,4.7334254256096074e-05,0.22226656477761228,0.0032299060835077774
0.17012542798525893,0.22986528843385423,0.003282138471279492,0.0032306285963679517,4.877471956877755e-05,0.2266346598374863,0.003282500863354326
0.21544346900318834,0.23557306964697386,0.00334497200979327,0.0033543049176299267,5.007485352216799e-05,0.23221876472934394,0.003345346803734359
0.2728333376486768,0.24272726198262506,0.003425441068487905,0.0035183672691248874,5.260457958945242e-05,0.23920889471350018,0.003425844969562596
0.34551072945922184,0.25156612394076583,0.0035289149200099616,0.0037217433886303462,5.513773832508589e-05,0.24784438055213548,0.003529345645138277
0.43754793750741844,0.26249091056836565,0.0036601558876321306,0.003989217774987784,5.912987156583897e-05,0.25850169279337787,0.0036606334784405202
0.5541020330009492,0.27588200797363394,0.003822840581025943,0.0043077843422081215,6.352433238150797e-05,0.2715742236314258,0.0038233683380944723
0.7017038286703826,0.2922729111135832,0.004020341931945584,0.004722543230657317,6.850593081333348e-05,0.28755036788292593,0.004020925554187314
0.8886238162743403,0.31210392283925986,0.004261002386902853,0.005256278179831111,7.646187462189041e-05,0.30684764465942876,0.004261688369585757
1.1253355826007645,0.33592245581181507,0.004545694205139373,0.005927019021547055,8.550834633441031e-05,0.329995436790268,0.004546498376105563
1.4251026703029979,0.36425408703169476,0.00488748517735808,0.0067762634857472925,9.676030038492691e-05,0.3574778235459475,0.004888442892642352
1.8047217668271702,0.39775291624019554,0.00529108808074249,0.007862724618743374,0.00011213176025480731,0.38989019162145216,0.00529227612751197
2.2854638641349907,0.4371627743466602,0.0057700954859008745,0.009288271921387025,0.00013261216512190605,0.42787450242527314,0.00577161917513205
2.8942661247167516,0.4830726776182661,0.0063256557000289934,0.011040225762395757,0.00015680559788865668,0.47203245185587034,0.00632759891513665
3.665241237079626,0.5365233015076682,0.006970048622790736,0.013293302990712871,0.00018742831945523712,0.5232299985169554,0.006972568191061372
4.6415888336127775,0.5982322468635685,0.007716313859534087,0.016188055221883935,0.00022686362309042602,0.5820441916416845,0.007719648093165877
5.878016072274912,0.6691873346326573,0.008573532659592624,0.019774827196851356,0.00027396105857231017,0.649412507435806,0.00857790865693471
7.443803013251689,0.7505638767455658,0.009549671956212945,0.02439955069754969,0.0003377675178840407,0.7261643260480161,0.009555643430319987
9.426684551178854,0.8434704931985655,0.01066915341696689,0.030251743570135353,0.00041399526720794296,0.8132187496284301,0.01067718252705492
11.937766417144358,0.9492660975907217,0.011945289882081404,0.0376912839104317,0.0005157305295411572,0.9115748136802899,0.011956417872676465
15.117750706156615,1.069401749401995,0.013398796218010635,0.047148707223789145,0.0006411397836489416,1.022253042178206,0.013414126893463977
19.144819761699576,1.2516407175584872,0.015486190420260438,0.06114522840281036,0.0008571750610794715,1.1904954891556767,0.015509894996997974
24.244620170823282,1.4118254213786892,0.017386381451786854,0.07701827102442863,0.0010639724473890065,1.3348071503542605,0.017418906319164845
30.702906297578497,1.5929313031311023,0.019519490378383422,0.09707267536601409,0.0013384148387459726,1.4958586277650883,0.01956532286757309
38.88155180308085,1.7974983338132329,0.021941988755835574,0.12257588830148713,0.0016831081953251848,1.6749224455117457,0.0220064473225095
49.238826317067364,2.028518205420513,0.024680460430447623,0.15511202324099516,0.00213465613590757,1.8734061821795178,0.024772603494131552
62.355073412739124,2.2890419643117443,0.027768446766616824,0.19656827673916802,0.0027013941799465184,2.0924736875725762,0.02789953702744691
78.96522868499724,2.5829881953892424,0.03124416143081697,0.2481917853324285,0.0033975930731740545,2.3347964100568137,0.03142835124860722
100.0,2.9143378120689625,0.035176543240544506,0.3147811937522424,0.004295236390207453,2.5995566183167202,0.03543780819974141
